id,hoard_id,title,ex_start_date,ex_end_date,buried,b_start_date,b_end_date,contents,notes,location_uri
1504,"ch9,130",Thasos,1985,,300-280 BC,-300,-280,35 AE,,https://www.geonames.org/734093
1505,"ch9,131","Livanates, Locris (grave Π-11)",1982,,First quarter 3rd cent. BC,-300,-275,6 AE,,https://www.geonames.org/258182
1506,"ch9,132","Livanates, Locris (grave Π-1)",1982,,First quarter 3rd cent. BC,-300,-275,9 AE,,https://www.geonames.org/258182
1507,"ch9,133","Livanates, Locris (grave Π-12)",1982,,First quarter 3rd cent. BC,-300,-275,5 AE in a skyphos,,https://www.geonames.org/258182
1508,"ch9,134","Livanates, Locris (grave Π-18)",1982,,First quarter 3rd cent. BC,-300,-275,16 AE,,https://www.geonames.org/258182
1509,"ch9,135","Livanates, Locris (grave Π-35)",1982,,First quarter 3rd cent. BC,-300,-275,6 AE,,https://www.geonames.org/258182
1510,"ch9,136",Anactorium environs,1993,,300 – 250 BC,-300,-250,53+ AR,,https://pleiades.stoa.org/places/530798
1511,"ch9,137",Thessaly,1993,,300 – 250 BC,-300,-250,97+ AR,,https://www.geonames.org/6697809
1512,"ch9,138",Western Thessaly,1988,,300 – 250 BC,-300,-250,14 AR,,https://pleiades.stoa.org/places/541020
1513,"ch9,139","Edessa, Western Macedonia (grave 42)",1992,,First half of 3rd cent. BC,-300,-250,2 AE,,https://www.geonames.org/736357
1514,"ch9,140",Salmanovo,1979,,290-270 BC,-290,-270,"I AR, 1 AE",,https://www.geonames.org/6460799
1515,"ch9,141","Haghioi, Theodoroi, near Lamia",1901,,285 BC,-285,-285,112 AR,"For a lower burial dale on the basis of Atheman
COlllenl, see H. Nicolet.Pierre and l.A. Kroll, 'Alhenian Telradrachm Coinage of the Third Century Be', AJN 2 (1990), pp. 22-3, no. I",https://www.geonames.org/258620
1516,"ch9,142",Aegina,1888,,280 BC,-280,-280,,"the Athenian conlem and implications
for buriai date, See H. Nicolet.Pierre and l.A. Kroll,
'Athenian Tetradrachm Coinage of the l111rd CelllUry BC', AJN 2 (1990), pp. 23-4, no. S",https://www.geonames.org/265501
1517,"ch9,143",Borovec,1929-30,,c. 280 BC,-280,-280,,"TwocoinsfromthislindinSoliaarcPublished by B. Rousseva, 'Le IrCSor de Borovec (lGCH 855) el les IClradrachmes POSlhumes de Lysimachie', NSf 4 (1995-7), pp. 29-41.
",https://www.geonames.org/733055
1518,"ch9,144","Byrsine, Thrace",1938,,280 BC,-280,-280,41 AR,,https://www.geonames.org/733893
1519,"ch9,145",Dragoevo,Before 1920,,280 – 270 B.C.,-280,-270,46+ AR,,https://www.geonames.org/731967
1520,"ch9,146","Furka, Gevgelija, FYROM",Before 1994,,280 BC,-280,-280,25 AR,,https://www.geonames.org/863854
1521,"ch9,147","Kreshpan, Albania",1982,,280 BC,-280,-280,207 AR,,https://www.geonames.org/3185092
1522,"ch9,148",Siphnos,1930,,280 – 270 BC or later,-280,-240,30+? AR,"For the revised burial date of this hoard on the basis of its Rhodian and Athenian contents, see R. Ashton, 'Rhodian Coinage and the Colossus', RN' 30 (1988), p. 84 n. 21 and H. Nicolet-Pierre and J.A. Kroll, 'Athenian Tetradrachm Coinage of the Third Century Be',AJN 2 (1990), p. 23, no. 2.",https://www.geonames.org/253923
1523,"ch9,149","Livanates, Locris (grave Π-55)",1982,,277-239 BC,-277,-239,8 AE,,https://www.geonames.org/258182
1524,"ch9,150","Livanates, Locris (grave Π-58)",1982,,277-239 BC,-277,-239,4 AE,,https://www.geonames.org/258182
1525,"ch9,151","Makriyalos, Pieria",1995,,277-272 BC,-277,-272,2 AE in a tomb,,https://www.geonames.org/735348
1526,"ch9,152","Nikisiani, Macedonia, Tomb B",1959,,277-260 BC,-277,-260,"I AU, 24 AR, 154 AE",,https://www.geonames.org/734919
1527,"ch9,153","Batasani,
Vilcea, Romania",1971,,275 BC,-275,-275,,"For further discussion and redating of the hoard, see G. Poenaru-Bordea, 'Le tresor de tetradrachmes de Batasani (Roumanie) CH II, 1976, no.65', BSFN 50 (1995), pp. 1195-7.",https://www.geonames.org/662892
1528,"ch9,154","Livanates, Locris (grave Π-19)",1982,,Second quarter 3rd cent. BC,-275,-250,9 AE,,https://www.geonames.org/258182
1529,"ch9,155","Livanates, Locris (grave Π-30)",1982,,Second quarter 3rd cent. BC,-275,-250,12 AE,,https://www.geonames.org/258182
1530,"ch9,156","Medeon, Phocis (grave 219),",1963,,275-250 BC,-275,-250,8 AE,,https://pleiades.stoa.org/places/540939
1531,"ch9,157","Medeon, Phocis (grave 60),",1962,,275-250 BC,-275,-250,8 AE,,https://pleiades.stoa.org/places/540939
1532,"ch9,158","Nea Potidaea, Chalkidike",1990,,275-250 BC,-275,-250,15 AE in excavations,,https://pleiades.stoa.org/places/491701
1533,"ch9,159",Prilepec Yugoslavia,1950,,275 BC,-275,-275,,"Por the lowering of the burial date on lhe basis of the Athenian COntent, sec H. Nicolel.Pierre and l.A. Kroll, 'Athenian Tetradraehm Coinage
of the Third Century BC', AJN 2 (1990), pp. 24-5, no. 7,",https://www.geonames.org/786727
1534,"ch9,160",Unknown findspot,before 1960,,275 BC,-275,-275,5 + 3 (?) AE,,
1535,"ch9,161","Makriyalos, Pieria",1995,,274/3 BC,-274,-273,"1 AR, 39 AE",,https://www.geonames.org/735348
1536,"ch9,162","Vergina, Macedonia",1994,,274/3 BC,-274,-273,"1 AR, 22 AE",,https://www.geonames.org/733901
1537,"ch9,163",Crete,1958-9,,270 BC,-270,-270,3+ AR,,https://www.geonames.org/6697802
1538,"ch9,164",Crete,1991,,270 BC,-270,-270,250 + AR,,https://www.geonames.org/6697802
1539,"ch9,165","Keratokambos, Crete",1992,,270 BC,-270,-270,35 AR,,https://pleiades.stoa.org/places/589850
1540,"ch9,166",Krcedin,1953,,270-260 BC,-270,-260,63+ AR,,https://www.geonames.org/789076
1541,"ch9,167","Medeon, Phocis (grave 129B),",1963,,270 BC,-270,-270,5 AE,,https://pleiades.stoa.org/places/540939
1542,"ch9,168","Medeon, Phocis (grave 42),",1963,,270 BC,-270,-270,2 AE,,https://pleiades.stoa.org/places/540939
1543,"ch9,169","Pontolivado, Kilkis, Macedonia",1961,,270 BC,-270,-270,,"For the lowering of the burial date on the basis of the inclusion of an Alexander issued by Antigonus Gonatas, see H. Nicolet-Pierre and J.A. Kroll, 'Athenian Tetradrachm Coinage of the Third Century BC', A1N 2 (1990), p. 25, no. 8",https://www.geonames.org/734508
1544,"ch9,170",East Attica,1970,,267-262 BC,-267,-262,5 AE,,https://en.wikipedia.org/wiki/East_Attica
1545,"ch9,171","Medeon, Phocis (grave 75),",1963,,260-250 BC,-260,-250,3 AE,,https://pleiades.stoa.org/places/540939
1546,"ch9,172",Pherai,1938,,260 BC,-260,-260,591 + AR,"For publication of the portion of this hoard in New York, see T.R. Martin, 'A third century BC hoard from Thessaly at the ANS (lGCH 168)', ANSMN 26 (1981), pp. 51-77, pis. 10-16. Amongst the pieces listed in IGCH as being in Athens are 12 Athenian tetradrs. which also appear in error as a separate hoard as IGCH 141 (Volos, 1937 ~ CH 9.193). On this confusion and on the findspot and burial date, see H. Nicolet-Pierre and J.A. Kroll, 'Athenian Tetradrachm Coinage of the Third Century BC', A1N 2 (1990), pp. 25-6, no. 10.",https://www.geonames.org/252074
1547,"ch9,173","Eion, Eastern Macedonia",1980/1,,260-250 BC,-260,-250,"107 AE, pot hoard",,https://pleiades.stoa.org/places/501410
1548,"ch9,174","Jabukovac, Serbia",c. 1920,,255-250 BC,-255,-250,224+ AR,"For rehabilitation or the view thm the.
1'1'0 groups in fact derive from a single hoard, and for discussion or Ihe ontem and bunal date,
!·p,rI.IUN f)""1 I\/t"",""
I'Rcquier d'un n u
Kardil""""
IG /I lb~
It Ir In
19!1I
I· I henudr
seeH.Nicolel,Pierre andJ.A.Kroll.'Alheniaa Tetradraehm oiange or the Third omury 8",https://www.geonames.org/789934
1549,"ch9,175","Ambelakia, Drama, Macedonia",1982,,250-239 BC,-250,-239,12 AE,,https://www.geonames.org/736364
1550,"ch9,176","Ambrossos, Boeotia (grave V)",1982,,Mid 3rd cent. BC,-275,-225,7 AE,,https://pleiades.stoa.org/places/540626
1551,"ch9,177",Apollonia,1941,,250-200 BC,-250,-200,77 AE,,https://pleiades.stoa.org/places/481728
1552,"ch9,178","Baliou (anc, Tritaia), Elis",1980,,250 BC,-250,-250,114 AR pot hoard in excavation,,https://pleiades.stoa.org/places/570755
1553,"ch9,179",Epidauros environs,1979/80,,250 BC,-250,-250,543+ AR,,https://www.geonames.org/262661
1554,"ch9,180",Karditsa,1929,,250 BC,-250,-250,,,https://www.geonames.org/260989
1555,"ch9,181","Livanates, Locris (grave Π-32)",1982,,Mid 3rd cent. BC,-275,-225,12 AE,,https://www.geonames.org/258182
1556,"ch9,182","Livanates, Locris (grave Π-56)",1982,,Mid 3rd cent. BC,-275,-225,12 AE,,https://www.geonames.org/258182
1557,"ch9,183","Medeon, Phocis (grave 59),",1962,,Mid 3rd cent. BC,-275,-225,"1 AR, 5AE",,https://pleiades.stoa.org/places/540939
1558,"ch9,184","Ochiuri, Dimbovita, Romania",1956,,250 BC,-250,-250,,"For publication of this hoard see B. Mitrea and V. Drob, 'Note sur un tresor de tetradrachrnes du type Alexandre le Grand', Dacia n.s. 25 (1981), pp. 349-51.",https://www.geonames.org/672037
1559,"ch9,185","Pella, E. cemetery",1993,,Mid 3rd cent. BC,-275,-225,2 AE,,https://www.geonames.org/734726
1560,"ch9,186","Rodolivos, Serres, Macedonia",1952,,250-239 BC,-250,-239,13 AE in a kantharos,,https://www.geonames.org/734377
1561,"ch9,187",Silistra,1975-6,,250 BC,-250,-250,17 AR,,https://www.geonames.org/864556
1562,"ch9,188",Thrace,Before 1999,,Mid 3rd cent. BC,-275,-225,23 AE,,https://www.geonames.org/734064
1563,"ch9,189",Tricala,1979,,250 BC,-250,-250,109 AR,,https://www.geonames.org/252664
1564,"ch9,190","Tvardica, Slivene, Bulgaria",before 1973,,Mid 3rd cent. BC,-275,-225,53+ AR,,https://www.geonames.org/726130
1565,"ch9,191","Unknown findspot, Greece",Before 1934,,250 BC,-250,-250,9 AR,,https://www.geonames.org/390903
1566,"ch9,192","Veroia, Macedonia,",Before 1994,,250 - 239 BC,-250,-239,2 AE,,https://www.geonames.org/8133932
1567,"ch9,193","Volos, Thessaly",1937,,250 BC,-250,-250,,"This entry is to be deleted. The coins listed \n
IGCH are in fact the Athenian COntentof lGCH 168 (Pherai, 1937-8 = CH 9.172) now in Athens. See H. Nicolet-Pierre and l.A. Kroll, 'Athenian Tetradrachm Coinage of the Third Century BC', AJN 2 (1990), PI'. 25-6, no. 10.",https://www.geonames.org/251833
1568,"ch9,194",Eretria,1937,,245 BC,-245,-245,572+ AR,"For publication of the portion preserved in Athens and revision of burial date, see O.
tctr ~dr\
Picard, ella/cis et fa cOIlje{!eratioll (Paris, 1979), PI', 153-63, pis. 27-9.",https://www.geonames.org/262628
1569,"ch9,195","Olympia, Elis,",1922,,245 BC,-245,-245,,"For revision of the burial date On the basis of
the Alexander content. see H,A. Troxell. 'The Peloponnes;an Alexanders', ANSMN 17 (1971), PI'· 41-94. Cf. H. Nicolet-Pierre and l.A. Kroll, 'Athenian Tetradrachm Coinage of
mmCnl
the Third Century BC', AJN no. 15.",https://www.geonames.org/264637
1570,"ch9,196","Balkan area,",1990s,,240 BC,-240,-240,98 AR,,https://www.geonames.org/685608
1571,"ch9,197","Edessa, Macedonia",1992,,239-229 BC,-239,-229,2 AE,,https://www.geonames.org/736357
1572,"ch9,198","Paracin, FYROM",1992,,230-210 BC,-230,-210,25+ AE,,
1573,"ch9,199","Asine, Argolis (grave B43-44),",1976-7,,Third quarter 3r cent. BC,-350,-325,"1AR, 1AE",,https://pleiades.stoa.org/places/570124
1574,"ch9,200",Macedonia / Thessaly,1992,,225 BC,-225,-225,86 AR,,https://www.geonames.org/252938
1575,"ch9,201",Geraki (Geronthrai),1998,,220s BC,-229,-220,53 AR and AE pot hoard,,https://pleiades.stoa.org/places/570263
1576,"ch9,202","Nea Zichni, Serres, Macedonia",1982,,220-210 BC,-220,-210,42 AE in a kantharos,,https://www.geonames.org/734977
1577,"ch9,203","Rakitovo, Bulgaria",1920,,215-200 BC,-215,-200,"26 AR, pot hoard",,https://www.geonames.org/727801
1578,"ch9,204","Ambrossos, Boeotia (grave IV)",1982,,late 3rd / early 2nd cent. BC,-225,-175,2 AE,,https://pleiades.stoa.org/places/540626
1579,"ch9,205","Chisineu-Cris (Kisjeno), Romania,",1835,,3rd / 2nd cent. BC,-300,-101,263 AR,,https://www.geonames.org/682009
1580,"ch9,206","Amphissa, Greece",1984/5,,2nd cent. BC,-199,-100,101 AE,Now published by D. 'naovola XOAKWV BOU•:.lTIWV VO~\o~.HiTCA)V OE TOV 20v Qlwva,https://pleiades.stoa.org/places/540630
1581,"ch9,207",Atzeritis,1987,,2nd cent. BC,-199,-100,14 AE,,https://www.geonames.org/260347
1582,"ch9,208","Baranada, Yugoslavia",1963,,early 2nd cent. BC,-200,-175,15 AR,,https://www.geonames.org/792888
1583,"ch9,209","Livanates, Locris (grave Π-52)",1982,,first quarter 2nd cent. BC,-200,-175,4 AE,,https://www.geonames.org/258182
1584,"ch9,210","Livanates, Locris (grave Π-53)",1982,,first quarter 2nd cent. BC,-200,-175,3 AE,,https://www.geonames.org/258182
1585,"ch9,211","Livanates, Locris (grave Π-54)",1982,,first quarter 2nd cent. BC,-200,-175,3 AE,,https://www.geonames.org/258182
1586,"ch9,212","Nagyhörcsökpuszta, Fejer, Hungary",Before 1991,,3rd / 2nd cent. BC,-300,-101,137 AR,,https://www.geonames.org/3047693
1587,"ch9,213","Ocoisumic, Kisoklos, Romania",c. 1803,,3rd / 2nd cent. BC,-300,-101,280 AU,,https://www.geonames.org/672002
1588,"ch9,214",Perivoj (Klepecka),1984,,2nd cent. BC,-199,-100,115 AE,,https://www.geonames.org/789459
1589,"ch9,215","Petrosani, Romania",1867,,3rd / 2nd cent. BC,-300,-101,c. 200 AR,,https://www.geonames.org/670938
1590,"ch9,216","Petroto, Karditsa, Thessaly (grave 1",1987,,2nd cent. BC,-199,-100,2 AE,,https://www.geonames.org/260989
1591,"ch9,217","Petroto, Karditsa, Thessaly (grave 2",1987,,2nd cent. BC,-199,-100,5 AE,,https://www.geonames.org/260989
1592,"ch9,218","Petroto, Karditsa, Thessaly (grave 5",1987,,2nd cent. BC,-199,-100,3 AE,,https://www.geonames.org/260989
1593,"ch9,219","Ramna (Raffna), Romania",1902,,3rd / 2nd cent. BC,-300,-101,144 AR,,https://www.geonames.org/669192
1594,"ch9,220","Tulghies (Tögyues) – Nagynyires, Romania",1939-40,,3rd / 2nd cent. BC,-300,-101,204 AR,,https://www.geonames.org/664508
1595,"ch9,221","Unknown findspot, Greece",Before 1800,,Early 2nd cent. BC,-200,-175,42 AE,,https://www.geonames.org/390903
1596,"ch9,222","Unknown findspot, Greece",Before 1865,,Early 2nd cent. BC,-200,-175,13 AE,,https://www.geonames.org/390903
1597,"ch9,223","Sapareva Bania, Bulgaria",1979,,2nd cent. BC,-199,-100,54 AR pot hoard,,https://www.geonames.org/727440
1598,"ch9,224",Benkovski,Unknown date,,200-160 BC,-200,-160,5 AR,,https://www.geonames.org/733276
1599,"ch9,225",Boeotia,c. 1920-39,,200-150 BC,-200,-150,119+ AE,,https://www.geonames.org/263441
1600,"ch9,226","Eginio, Pieria",1995,,187-179 BC,-187,-179,14 AE in a tomb,,https://www.geonames.org/736964
1601,"ch9,227","Petres, Western Macedonia",1995,,187-168 BC,-187,-168,29 AE in excavations,,https://www.geonames.org/734679
1602,"ch9,228","Rodolivos, Serres, Macedonia",1956,,187-168/7 BC,-187,-167,18 AE in a kantharos,,https://www.geonames.org/734377
1603,"ch9,229","Vergina, Macedonia",1993,,187-168 BC,-187,-168,54 AE in excavations,,https://www.geonames.org/733901
1604,"ch9,230","Venci, FYROM",1995,,180 BC,-180,-180,19 AE,,https://www.geonames.org/10645693
1605,"ch9,231","Isar-Marvinci, FYROM",1994,,180 – 179 BC,-180,-179,20 + AE pot hoard,,https://mk.wikipedia.org/wiki/%D0%98%D1%81%D0%B0%D1%80_(%D0%9C%D0%B0%D1%80%D0%B2%D0%B8%D0%BD%D1%86%D0%B8)
1606,"ch9,232","Eleftheroupolis, Kavala, Macedonia",1982,,178-168 BC,-178,-168,11 AE in a kantharos,,https://www.geonames.org/736330
1607,"ch9,233","Larissa, Thessaly (grave 14a)",1980,,second quarter 2nd cent BC,-175,-150,3 AE,,https://www.geonames.org/258576
1608,"ch9,234","Metsovo, Epirus",1913,,173-171 BC,-173,-171,25 AR,"For a fUll listing of the PseUdO-RhOdia
~hishoard see R. H.J. Ashton 8<J. A~~elllenl I",https://www.geonames.org/257083
1609,"ch9,235",Oreus,1902,,171-169 BC,-171,-169,"c. 1300 AR, pot hoard","I. Touratsoglou and H. Tsourti, 'Contribution to the Circulation of the Achaean League Triobols in Mainland Greece and the Peloponnese: The evidence of the hoards' in Achaia und Elis in der An/ike, Meletemata 13 (Athens, 1991), pp. 171-188. R.H.J. Ashton,
'More Pseudo-Rhodian Drachms from Mainland Greece', NC 157 (1997), pp. 189-190, n. 2.",https://www.geonames.org/256284
1610,"ch9,236","Halos, Thessaly",1996,,170 BC,-170,-170,53 AR,,https://pleiades.stoa.org/places/540804
1611,"ch9,237","Kozani environs,",mid 1990s,,170-150 BC,-170,-150,1813+ AR,,https://www.geonames.org/735563
1612,"ch9,238",Macedonia,1983,,170 BC,-170,-170,105? AR,"On this hoard see further: R.H,J. Ashton, 'Pseudo-Rhodian Drachms from Central Greece', NC 155 (1995), pp. 3, 6-7; id., 'More
Pseudo-Rhodian Drachms from Greece', NC 157 (1997), p. 190.",https://www.geonames.org/6697801
1613,"ch9,239","Rougha, port of Thyrrheion",1992,,170 BC,-170,-170,19 AR,,https://pleiades.stoa.org/places/531123
1614,"ch9,240",Unknown findspot,1998?,,170 BC,-170,-170,143 AR,,
1615,"ch9,241","Cassope, Epirus",1982,,168 BC,-168,-168,3 AR pot hoard in excavation,"BCH 107 (1983), p. 772.",https://pleiades.stoa.org/places/530922
1616,"ch9,242","Lete, central Macedonia,",1997,,168-166 BC,-168,-166,"141 AE, pot hoard",,https://pleiades.stoa.org/places/491651
1617,"ch9,243",Thebes,1965,,168 BC,-168,-168,"16 AR, 42 AE","I. Touratsoglou and H. Tsourti, 'Contribution to the Circulation of the Achaean League Triobols in Mainland Greece and the Peloponnese: The evidence of the hoards', Achaia und Elis in der An/ike, Meletemata 13 (Athens, 1991), pp.
171-188. R.H.J. Ashton, 'Pseudo-Rhodian Drachms from Central Greece', NC 155 (1995), pp. 16-17. H. Vlachogianni (see following entry) points out that there are only two coins of type BMC 64-5 in the hoard, and thirteen of type BMC 81-9, all overstruck on Antigonid bronze of type Heracles r.fhorseman r.",https://www.geonames.org/252910
1618,"ch9,244",Thebes,1997,,c. 168-146 BC,-168,-146,"8 AR + 449 AE + AU jewelry in
Excavation",,https://www.geonames.org/252910
1619,"ch9,245","Yugoslavia, 'Ballaeus Hoard’",Before 1939,,168 BC,-168,-168,52 AE,,https://www.geonames.org/7500737
1621,"ch9,247","Larissa, ('Sitochoro')",1968,,165 BC,-165,-165,894+ AR,,https://www.geonames.org/258576
1622,"ch9,248",Amphilochia,1995,,160 BC,-160,-160,47 + 4 + 2?  AR,,https://pleiades.stoa.org/places/530797
1623,"ch9,249","Leibethra, Pieria",1995,,Late 150s BC,-157,-150,16 AR in excavations,,https://pleiades.stoa.org/places/491650
1625,"ch9,251","Novgrad, Bulgaria",1958,,150-140 BC,-150,-140,87 AR,,https://www.geonames.org/728739
1626,"ch9,252",Unknown findspot,1997,,Mid 2nd cent. BC,-175,-25,18+ AR,,
1627,"ch9,253",Unknown findspot,Before 1988,,Mid 2nd cent. BC,-175,-25,5+ AR,,
1628,"ch9,254",Unknown findspot,Before 1991,,150 BC,-150,-150,3+ AR,,
1629,"ch9,255","Unknown findspot, Bulgaria",Before 1989,,150-140 BC,-150,-140,13+ AR,,https://www.geonames.org/732800
1630,"ch9,256","Unknown findspot, Yugoslavia",before 1996,,Mid 2nd cent. BC,-175,-25,9 AE,,https://www.geonames.org/8505033
1631,"ch9,257",Thrace,Before 1999,,140 BC,-140,-140,12 AR,,https://www.geonames.org/734064
1632,"ch9,258","Raslog, Bulgaria",1983,,132/1 BC,-132,-131,35 AR,,https://www.geonames.org/727689
1633,"ch9,259",Naupactos,1967,,Late 2nd cent. BC,-125,-100,,"See discussion In C. Papageorgiadou-Bani, XA PAKTHP, pp. 215 ff.",https://www.geonames.org/256639
1634,"ch9,260",Rupci,1960,,Late 2nd cent. BC,-125,-100,29 AR,,https://www.geonames.org/6460312
1635,"ch9,261",Silistra,1961,,Late 2nd cent. BC,-125,-100,7 AR,,https://www.geonames.org/864556
1636,"ch9,262","Suseni, Romania,",1986,,Late 2nd cent. BC,-125,-100,45 AR,,
1637,"ch9,263","Velestino, nr. Volos, Thessaly",1966,,Late 2nd cent. BC,-125,-100,,"The element of this hoard previously in Voles
has now been moved to the Numismatic
Museum in Athens.",https://www.geonames.org/252074
1638,"ch9,264","Veria, near Syllata, Chalcidice",1990,,Late 2nd cent. BC,-125,-100,"4 AR, in excavations",,https://pleiades.stoa.org/places/491556
1639,"ch9,265",Unknown findspot,1996,,123-100 BC,-123,-100,22 AR,,
1640,"ch9,266","Bosanska, Krupa, Bosnia",Before 1896,,120 BC,-120,-120,18 AE,,https://www.geonames.org/3203653
1641,"ch9,267",Gracac,1926,,110-100 BC,-110,-100,594 AE,,https://www.geonames.org/3199790
1642,"ch9,268","Popina, Bulgaria",1957,,Late 2nd / early 1st cent. BC,-125,-75,170+ AR,,https://www.geonames.org/728088
1643,"ch9,269","Blagoevgrad, Bulgaria",Before 1985,,1st cent B.C.,-99,0,200 AR,,https://www.geonames.org/733192
1644,"ch9,270","Bobaia, Hunedoara, Romania",Before 1969,,1st cent B.C.,-99,0,270+ AR,,https://www.geonames.org/684435
